Number	Decade	Country	Source	File
30559404	1910s	USA	The Saturday Evening Post...	49da8ab5635eec314d401b5c56c510c9.jpg
30559403	1910s	USA	The Saturday Evening Post...	247154e4325233525cafd41eedf73071.jpg
30559398	1910s	USA	The Saturday Evening Post...	0ec5048f40bcb847b5768c41ebb21b0a.jpg
30559396	1910s	USA	The Saturday Evening Post...	4b4b1ca25845dc2a1a692568b0b79921.jpg
30559392	1910s	USA	The Saturday Evening Post...	adfd4a2bdb7068556e618b50f845d0b2.jpg
30559388	1910s	USA	The Saturday Evening Post...	4a5d65c5a42a7de32db95ebc48c8bedd.jpg
30559387	1910s	USA	The Saturday Evening Post...	9e0d2cd14b24d03c35d795ee989ce29c.jpg
30559385	1910s	USA	The Saturday Evening Post...	52ff0edfbeace9514d7d7f4cf3098402.jpg
30559384	1910s	USA	The Saturday Evening Post...	00f51b3a925304caff3d62814dcd4efb.jpg
30559383	1910s	USA	The Saturday Evening Post...	fbf14f07811dd9167b9b2c425c921ebc.jpg
30559381	1910s	USA	The Saturday Evening Post...	8e1755bf92839a80f1837d9eb0ec2bfa.jpg
30559378	1910s	USA	The Saturday Evening Post...	f52a608874c8030830816fea5c2882fc.jpg
30559377	1920	USA	The Saturday Evening Post...	26616ab548d4d6207938a50a4d84bd9e.jpg
30559374	1920	USA	The Saturday Evening Post...	326d3d80d87cbebadda6629acd07449b.jpg
30559373	1921	USA	The Saturday Evening Post...	65a2da5a98f0fff39983105e9663c9c8.jpg
30559372	1921	USA	The Saturday Evening Post...	9c2f6e9d104adbff5d30dcc0df168ef0.jpg
30559370	1920	USA	The Saturday Evening Post...	ed92824b603212eee41b3c42002c8c78.jpg
30559369	1921	USA	The Saturday Evening Post...	fb0a2e5e5ea6e1bd0eb4880d96a276df.jpg
30559368	1920	USA	The Saturday Evening Post...	4bca8dc4757618083630d87ef5e73726.jpg
30559367	1921	USA	The Saturday Evening Post...	4a183c559a3b388558b76062bd10f8eb.jpg
30559364	1921	USA	The Saturday Evening Post...	3fc903d0d16166ba2e36a84c322b3832.jpg
30559357	1921	USA	The Saturday Evening Post...	7f26f91c7885b6f17864251b2a98f4b6.jpg
30559356	1921	USA	The Saturday Evening Post...	a308ff42b33c5e9b47ea2cccb23e2142.jpg
30559355	1922	USA	The Saturday Evening Post...	7446042274c65a7d5ce1d8534e1c78a7.jpg
30559297	1917	USA	The Saturday Evening Post...	d9cdf60dc9448ae62d4384fd6a79dba5.jpg
30559296	1919	USA	The Saturday Evening Post...	373d384eac2de7a8104f4794b79cac9f.jpg
30559290	1918	USA	The Saturday Evening Post...	d399ba4f0416898a64322e3c726a44b6.jpg
30559288	1918	USA	The Saturday Evening Post...	82fe7aea89d7a81b83f6382d4e9cb5f2.jpg
30559286	1918	USA	The Saturday Evening Post...	86d2c15c68ae68c4eb36fc2a974e73a1.jpg
30559284	1915	USA	The Saturday Evening Post...	f11eac08b0c3dc41e267322233e26a55.jpg
30559282	1915	USA	The Saturday Evening Post...	69ed325987515ece5d8ff50a30ea8ce0.jpg
30559280	1919	USA	The Saturday Evening Post...	ca5ab39eb33bfdf97c0e92c033240869.jpg
30559277	1917	USA	The Saturday Evening Post...	ca30f65f47ea1ab9d18fd82b4a93aca8.jpg
30559275	1917	USA	The Saturday Evening Post...	5481d4fc86aa4cf06e81fa8c0ccc1c94.jpg
30559273	1910	USA	The Saturday Evening Post...	914087815393ea131851980f4e11443a.jpg
30559271	1910	USA	The Saturday Evening Post...	1ebed23db5934747d50adba5d9792669.jpg
30559267	1917	USA	The Saturday Evening Post...	45ec7d5772b5b00c5b44a3ecbc5a3901.jpg
30559265	1914	USA	The Saturday Evening Post...	84235339ac47fe735f9b50a3452fb46c.jpg
30559263	1914	USA	The Saturday Evening Post...	7aacf7490193533ac64db028b5930f8d.jpg
30559260	1914	USA	The Saturday Evening Post...	9d3abc7f4b8b4e96cff4c0e601c472c4.jpg
30559256	1914	USA	The Saturday Evening Post...	fa3b080782d80399a9c64240d39c2305.jpg
30559255	1910	USA	The Saturday Evening Post...	dd82e8a5a4ad5e1ce2a54ed891700ea8.jpg
30559254	1919	USA	The Saturday Evening Post...	10e18a63ef192989cb38c3373720e1e7.jpg
30559248	1919	USA	The Saturday Evening Post...	8b53925f38198e2d9cca4363e1995ec0.jpg
30559247	1918	USA	The Saturday Evening Post...	e6559e59e83ab7a14703b529e7270c5e.jpg
30559246	1919	USA	The Saturday Evening Post...	0f2b7b11f56e31e7c90f666faeeb32db.jpg
30559245	1915	USA	The Saturday Evening Post...	5440a1aed8390bb870d103375f4cda27.jpg
30559244	1918	USA	The Saturday Evening Post...	294fdcba227fe71fecc8f79ca45459d7.jpg
30559242	1912	USA	The Saturday Evening Post...	1ebcbbeeada5b412b6410766d1f12609.jpg
30559241	1915	USA	The Saturday Evening Post...	4030478935797a4b98bd6b9c8d883ad8.jpg
30559239	1912	USA	The Saturday Evening Post...	149c3fdc9444c12bab9119a711e82378.jpg
30559232	1910	USA	The Saturday Evening Post...	7ba8ac1bde8ce1e6c1f60c227144e77e.jpg
30559231	1910	USA	The Saturday Evening Post...	0cf5db21c8c1332a0e8efbf06a136290.jpg
30559228	1916	USA	The Saturday Evening Post...	03cea854c8256f795c503ef5f003db70.jpg
30559226	1910	USA	The Saturday Evening Post...	707ea52dc83c4ec4f71a8539f6a31392.jpg
30559225	1918	USA	The Saturday Evening Post...	1a5799af86f146e01978affa5783da79.jpg
30559220	1910s	USA	The Saturday Evening Post...	b286107c0827d7c3bdd55c8e7602a312.jpg
30559212	1905	USA	The Saturday Evening Post...	4f5549d202fb7823ec761747977c1ae9.jpg
30559211	1911	USA	The Saturday Evening Post...	5b64927db25b9f89ca192295c66a9d65.jpg
30559209	1912	USA	The Saturday Evening Post...	653fa04139d2f313c48eab26b5342985.jpg
30559206	1917	USA	The Saturday Evening Post...	0d45fd643c730d44998faf6ef2c1f3a1.jpg
30559203	1915	USA	The Saturday Evening Post...	4d4143eb7891b85a388b15db07ad93ee.jpg
30559199	1919	USA	The Saturday Evening Post...	a894326c0a934cb162d92838cb252917.jpg
30559196	1914	USA	The Saturday Evening Post...	d3650ded5216cf3244ef353603c927ec.jpg
30559195	1916	USA	The Saturday Evening Post...	328bb4cf7095caf7d04e735ded44a2f5.jpg
30559194	1916	USA	The Saturday Evening Post...	91777707255a01f47eb39fd87895ccd9.jpg
30559189	1917	USA	The Saturday Evening Post...	96d977238b4124e172369b1ab8744aa6.jpg
30559188	1912	USA	The Saturday Evening Post...	7dbbfe98b86c7aadb1e1afac9b93d9ad.jpg
30558829	1922	USA	Kuppenheimer Magazine Advert	afb26d551f1ad53cc71e5e99237918c3.jpg
30558821	1930s	USA	Van Heusen Magazine Advert	254596a27e933458b913e348c524629c.jpg
30558817	1940s	USA	Springmaid Magazine Advert	2fb986f08dd8ece19fb7938a22faf748.jpg
30558814	1929	USA	Spur Tie Magazine Advert	9bf650404144075ff787f611bdf997ea.jpg
30558813	1910s	USA	Holeproof Hosiery Magazine Advert	d130d6f10e5c8dbc7b65881fd301da4d.jpg
30558804	1940s	USA	Vinylite Plastics Magazine Advert	b25e39adb6c786b50c52daaa7f9e0013.jpg
30558803	1948	USA	Spring Mills Magazine Advert	dacfc0f3190ec1bc887895fd7003c3c1.jpg
30558796	1930s	USA	Hockanum Woolens Magazine Advert	053180f79358a225c3e79f83ece6661f.jpg
30558765	1950s	USA	Frigidaire Magazine Advert	751113c31e560c47c8e8aca230c196a8.jpg
30558750	1950s	USA	Frigidaire Magazine Advert	338315b3778136c7f04e459e68a2bb73.jpg
30558524	1920s	USA	Phoenix Silk Hose Magazine Advert	a5aa7628f0ebf3cf8b3eacb94a0ec4d8.jpg
30558512	1920s	USA	Dormo Magazine Advert	061712d4604ac2b27e77c2ba9d8711dc.jpg
30558480	1980s	USA	Krizia Magazine Advert	c5c99d63c59de4b528b63be2452d28aa.jpg
30558479	1986	USA	Krizia Magazine Advert	2e5bacfc5d254898fcc21c6a1fe4263d.jpg
30558363	1950s	USA	The Saturday Evening Post...	41a364c228a6d5bb93edf18613c2c08f.jpg
30558362	1950s	USA	The Saturday Evening Post...	c9c17d24cd71b9efa0bea0019f3a7e52.jpg
30558334	1950s	USA	Post Grape-Nuts Magazine Advert	74508850ebbcb85ae0692981b71c0c58.jpg
30558230	1950s	USA	Cannon Magazine Advert (detail)	9bdc987b5db6d5c6f0918d8ddf561707.jpg
30558227	1950s	USA	General Motors Magazine Advert...	6844f1d96e9b1d7a956ec335c2fb34d2.jpg
30558207	1950s	USA	Veto Magazine Advert	858758f5cf756eb9a0d4a01e4589c704.jpg
30558198	1950s	USA	Gibson Cards Magazine Advert	e2b41fd7d638db249069a7cffd818407.jpg
30558197	1950s	USA	General Motors Magazine Advert	7965e4eb288175b34baf35905fca7fe2.jpg
30557582	1963	USA	Chanel Magazine Advert	0b06328cab62074c692077029b9611a8.jpg
30557581	1968	USA	Chanel Magazine Advert	4ecebec88bcada2231541ad7b9bc2fc9.jpg
30557580	1966	USA	Chanel Magazine Advert	fdb2ba19c00b0698c2179d362c83d4c5.jpg
30557579	1965	USA	Chanel Magazine Advert	9e5dfe5ad66f8d15d824a30aba81472f.jpg
30557578	1961	USA	Chanel Magazine Advert	b65a0df9fed4e157ad79b9efd777bcdd.jpg
30557577	1960s	USA	Chanel Magazine Advert	233cae8adc992d2def3789b2e22d8afa.jpg
30557576	1962	USA	Chanel Magazine Advert	1cb999274c54eaf347ad1f94cdf84509.jpg
30557539	1955	USA	Vogue Magazine Cover	402570143fb4da93f5c49f3163dc9976.jpg
30557538	1954	USA	Vogue Magazine Cover	5a59db5d663020709f6b715d9962e454.jpg
30557330	1930s	USA	Lucky Strike Magazine Advert	8c75e1f909d44a1285962d777f2331e3.jpg
30557329	1930s	USA	Lucky Strike Magazine Advert	c7498337588a767cbc16cfc89494b33d.jpg
30557328	1930s	USA	Lucky Strike Magazine Advert	3f1ffb005aad0f86d983efef5f0b1358.jpg
30557316	1930s	USA	Fatima Magazine Advert	94b4aa413eb6d71c89d153882dddd41a.jpg
30557306	1920s	USA	Pompeian Day Cream Magazine Advert	9021a49af942eaf233b98596a25abfc1.jpg
30557246	1917	USA	Le Costume Royal Magazine Plate	b66eda0af4d7e4bb2290e29ebce3f2c4.jpg
30557245	1915	USA	Le Costume Royal Magazine Plate	ee0142b0f17e0e64db2021b55b315084.jpg
30557244	1915	USA	Le Costume Royal Magazine Plate	8910fcc7b9c2c850b3205e482519ce27.jpg
30557240	1915	USA	Le Costume Royal Magazine Plate	bd65287301328c95fa9a4387f097c1b5.jpg
30557239	1915	USA	Le Costume Royal Magazine Plate	e551e4242423761a9902521765ca6625.jpg
30557238	1915	USA	Le Costume Royal Magazine Plate	75409d030acc93e2329604197965d2c2.jpg
30557233	1914	USA	Le Costume Royal Magazine Plate	03a9f7de72afe79369841f5f10691fd8.jpg
30557232	1917	USA	Le Costume Royal Magazine Plate	6388d2e69439cf789b06b99c60b950cc.jpg
30557155	1920s	USA	Pierce-Arrow Magazine Advert...	5f0c810265dcc343f400cf5d84f6955e.jpg
30557154	1929	USA	Hupmobile Magazine Advert	5098555f66f74bd314584d54b19f0497.jpg
30557153	1920s	USA	Pierce-Arrow Magazine Advert	da8620a53243a629cd7654d473560335.jpg
30557152	1920s	USA	Mary Garden Magazine Advert	39fa185f6acd90b9041d74df8aef4db5.jpg
30557144	1920s	USA	Pompeian Magazine Advert (detail)	8db19ee33becee6f2e5d099238814456.jpg
30557142	1920s	USA	Pierce Arrow Magazine Advert...	795366bf33570cf12e98168652aaa915.jpg
30557131	1971	USA	Lady Schick Magazine Advert	1f98a9caf1cbf78ddfb4a8cc39296763.jpg
30557021	1981	USA	Interview Magazine Cover	92171f74f9882c34c6293b6754e300f8.jpg
30557004	1926	USA	Lentheric Magazine Advert	7150f813ce1163606ef302e3c02a70e3.jpg
30556952	1910s	USA	Baker Electrics Magazine Advert	7f2b31e02358c0495bac1afef946edf4.jpg
30556946	1927	USA	Marmon Magazine Advert	d3de00b4de3d8fd7d9ddb1cd675b8a70.jpg
30556509	1980s	USA	Yves Saint Laurent Magazine Advert	502328928677592e34b5c78399d33174.jpg
30556508	1980s	USA	Yves Saint Laurent Magazine Advert	ac8ed7c1c3261f14eaa3b8950e83acd0.jpg
30556507	1980s	USA	Yves Saint Laurent Magazine Advert	c301229816eb620eaf844dabe80cea2a.jpg
30556506	1980s	USA	Yves Saint Laurent Magazine Advert	be72a5b853c9e1736474b66232446f76.jpg
30556505	1980s	USA	Yves Saint Laurent Magazine Advert	a0b56fcac751e134283369bd42e3dfe8.jpg
30556237	1950	USA	Nebel Magazine Advert	91f3fcee01fb9052ac90d9ba6f81474a.jpg
30556235	1950	USA	Nite-n-Day Magazine Advert	09a4ecf71e4ea50680139c16e89f04bc.jpg
30555838	1931	USA	Arrow Magazine Advert	67afa228f14112e023251020673525e3.jpg
30555817	1930	USA	El Encanto Department Store...	b27bc592072566f534190825f4bd45f8.jpg
30555697	1950s	USA	Coty Magazine Advert	9a2983f8f80a6fcfdcc4432847bb9021.jpg
30555696	1950s	USA	Coty Magazine Advert	fd8852cf8cdc1eba86cce71eb98cc440.jpg
30555685	1970s	USA	Virginia Slims Magazine Advert	b5f3621e2dd8e91f61753a9e2cd74df2.jpg
30555585	1920s	USA	Kuppenheimer Magazine Advert	1431cbaaba39685cdb52759b50957068.jpg
30555574	1920s	USA	Kuppenheimer Magazine Advert	e23dd1d3b9c435e86261f4ff26717960.jpg
30555116	1930s	USA	Jane Bryant Catalogue/ Brochure...	16483aacea5db6b0d3db55238795925f.jpg
30555115	1930s	USA	Jane Bryant Catalogue/ Brochure...	00b39edd13d25d3721e7956c9ff016ce.jpg
30555114	1930s	USA	Jane Bryant Catalogue/ Brochure...	fe122ccb893795ec1ba7a2d83e0e5602.jpg
30555113	1930s	USA	Jane Bryant Catalogue/ Brochure...	3c485a5f6cb5d8b10319e6bbbe5011f1.jpg
30555112	1930s	USA	Jane Bryant Catalogue/ Brochure...	471a1367b58f65beb78be25a40e3a650.jpg
30555111	1930s	USA	Jane Bryant Catalogue/ Brochure...	b26132e7ceb9270f2705a3167b02e671.jpg
30555110	1930s	USA	Jane Bryant Catalogue/ Brochure...	7604dbdc83450d36ad87293939d45215.jpg
30555109	1930s	USA	Jane Bryant Catalogue/ Brochure...	ffa24c74a53447bbbd5d6966b97d352e.jpg
30555107	1930s	USA	Jane Bryant Catalogue/ Brochure...	e47e5ad038f11dac9100a416f5f72f36.jpg
30555106	1930s	USA	Jane Bryant Catalogue/ Brochure...	2dd4bd8f6052cd11e7ae3f1d7541cf13.jpg
30555105	1930s	USA	Jane Bryant Catalogue/ Brochure...	2429b1500839dc9902314081c931bd7e.jpg
30555104	1930s	USA	Jane Bryant Catalogue/ Brochure...	b17a4e763d1e13112181b0a7a8f7b3d6.jpg
30555103	1930s	USA	Jane Bryant Catalogue/ Brochure...	7df2c4e6332e09b60d83805c097c437c.jpg
30555102	1930s	USA	Jane Bryant Catalogue/ Brochure...	80d931252dd6068238fde926cca90587.jpg
30555101	1930s	USA	Jane Bryant Catalogue/ Brochure...	ea42768c0c228f42d2dd0175b3bdd8c8.jpg
30555100	1930s	USA	Jane Bryant Catalogue/ Brochure...	2d950ee51a239709f36c82858899c8be.jpg
30555099	1930s	USA	Jane Bryant Catalogue/ Brochure...	2867bdb379fbea1358bd4f8662a9959b.jpg
30555098	1930s	USA	Jane Bryant Catalogue/ Brochure...	ff8801ece51c87dcad2b4b293850ddfd.jpg
30555097	1930s	USA	Jane Bryant Catalogue/ Brochure...	4528f3b49c257a45c3e905390c8ddd85.jpg
30555096	1930s	USA	Jane Bryant Catalogue/ Brochure...	e72ef5dcc1ed1d58579c49740189ba7d.jpg
30555095	1930s	USA	Jane Bryant Catalogue/ Brochure...	364a1569dca10ec5451d5d7123ebb077.jpg
30555094	1930s	USA	Jane Bryant Catalogue/ Brochure...	aaf65e791a7899bfcfd9658ca4c81520.jpg
30555093	1930s	USA	Jane Bryant Catalogue/ Brochure...	4fc2212ae1595afc9632847ea8b020f1.jpg
30555092	1930s	USA	Jane Bryant Catalogue/ Brochure...	af0e665262e1cb6e1a6ed7ac77a28704.jpg
30555091	1930s	USA	Jane Bryant Catalogue Cover	71ea94cfb3116be03ee79630c828179d.jpg
30554313	1997	USA	Versus by Versace Magazine Advert	61146c7351812b41cbb621ccc0a46b4b.jpg
30554312	1990s	USA	Versace Magazine Advert	9aba42a8c08d0e221fa36a3f5f87990d.jpg
30554311	1990s	USA	Versace Magazine Advert	912281fbcb647f1dd4517d37035f0a28.jpg
30553960	1962	USA	Maidenform Magazine Advert	40250c75f43944a9232962008e404b3b.jpg
30553959	1962	USA	Maidenform Magazine Advert	f9b87f764c89fece1b762c9d30e77008.jpg
30553936	1978	USA	Warner's Magazine Advert	37f906e08e5608cd3dd430d1ab226ac1.jpg
30553452	1950s	USA	Orlon by Du Pont Magazine Advert	1f2dc395cb6537ed69e8a53ef5189180.jpg
30553434	1950s	USA	Crescendoe Magazine Advert	6d4f773c289c070c5991d404cd6d3999.jpg
30553431	1950s	USA	Avondale Magazine Advert	af503dfa88c1fcbe70c2e05856a6dbd0.jpg
30553413	1950s	USA	Koroseal, B.F. Goodrich Magazine...	3cf92cdd5d763c2a0b43da37e5e13641.jpg
30553412	1950s	USA	Koroseal, B.F. Goodrich Magazine...	51030d4cf82bb5809a9913f0f5e1e3db.jpg
30553406	1950	USA	Neolite Soles Magazine Advert	6d87a264cb9dd717b5175afd35e3ef9a.jpg
30553405	1950	USA	Neolite Soles Magazine Advert	2edf8e573c8db15ccb486bbbf76de4ca.jpg
30553403	1950	USA	Neolite Soles Magazine Advert	6950d3be9c82b45aac4fc9f86c367684.jpg
30553313	2007	USA	Avon Imari Seduction Magazine...	220f6e182c4e4b0363b1426150d07205.jpg
30553278	2000s	USA	Abercrombie and Fitch Magazine...	0dc714ed2d4788a8c305816831efa972.jpg
30553277	2006	USA	Vera Wang Magazine Advert	f82f1c209a7e19c29f2e053a2e3e8afb.jpg
30553276	2006	USA	Vera Wang Magazine Advert	5626889dc858a0b95443283a027f7448.jpg
30553275	2006	USA	Vera Wang Magazine Advert	359f505ec58bb48403e0c14a7be75d13.jpg
30553274	2004	USA	Vera Wang Magazine Advert	ee1ee79ce364988b2b8ac5cc215ea33f.jpg
30553224	2007	USA	Vogue Magazine Cover	984228a40b5cab946cb1bd018050aec1.jpg
30553071	2007	USA	Hilary Duff Perfume Magazine...	518ce73f188021c1f281db8ddb0f87c3.jpg
30553070	2007	USA	Danielle Magazine Advert	26229733f7cad19e4c0655cf4b92cf24.jpg
30553060	2007	USA	Brooks Brothers Magazine Advert	52a31efdb8b0d6771d228babc31bdc02.jpg
30552989	1895	USA	The New York Times Magazine Cover	e2b14efafde1dd34d606b08154d37a67.jpg
30552987	1916	USA	Pictorial Review Magazine Cover	1f135448615772e6799dd5bf3774a5f3.jpg
30552986	1916	USA	Pictorial Review Magazine Cover	05be6dac013bb92d21db36606d5f6c0b.jpg
30552744	1917	USA	YWCA Poster	153fbabdb20271971df3e5eb74181a17.jpg
30552743	1897	USA	The Century Company Poster	a90e6a96ea3855b74197f256c5cb38b3.jpg
30552742	1941	USA	Federal Art Project , Chicago...	6125e1f8a47127aae7e671571dd0716a.jpg
30552431	1920s	USA	Fisher Magazine Advert	87639692e46acf03053fbb967796981f.jpg
30552386	2004	USA	Vogue Magazine Cover	e459973c677937378e5a7a01f3c1646f.jpg
30552382	1914	USA	The Ladies' World Magazine Cover	0ef2a2ac1df1bc3c268fbc329c222d01.jpg
30552381	1916	USA	The Ladies' World Magazine Cover	fa9dbec60f3dabf086160d32520a6ba5.jpg
30552380	1910s	USA	Cosmopolitan Magazine Cover	9c4cf575bdb94e96861ca261d59b82b9.jpg
30552379	1920s	USA	Cosmopolitan Magazine Cover	636c87af778884f9cc873c2571cdedf1.jpg
30552378	1910s	USA	Cosmopolitan Magazine Cover	a366095175a9a525cc6718585cda68b7.jpg
30552377	1920s	USA	Cosmopolitan Magazine Cover	698b9fb45d7b833fa3cfe97a22a80171.jpg
30552376	1912	USA	Pictorial Review Magazine Cover	ca203166a300960479080a95d7ea9385.jpg
30552375	1921	USA	Ladies' Home Journal Magazine...	33bc868def8c03d2bc7342e128ca61cf.jpg
30552374	1921	USA	Ladies' Home Journal Magazine...	7b9066ca18c6e1278c80c149da64635f.jpg
30552373	1909	USA	Womans Home Companion Magazine...	1239bbce2a1f3a68e20291a1fc9e1ab4.jpg
30552372	1916	USA	McClure's Magazine Cover	a974bfd0f767b7c56f3530d3ff2d5927.jpg
30552371	1910s	USA	McClure's Magazine Cover	363bfd47b7c22ce36a60ed7ed8e45ce5.jpg
30552346	1978	USA	Ciara Charles Revson Magazine...	78c379087a5f90a410a8a76061cd2880.jpg
30551951	2006	USA	Dolce & Gabbana Magazine Advert	db20eb0510045e2f24f394b1fe81ddf2.jpg
30551926	1950s	USA	Keds Magazine Advert	340176b45f08777cbee2792f63b53219.jpg
30551914	1950s	USA	Keds Magazine Advert	dc4afd68cba12129a2da0dc4be43a952.jpg
30551909	2000s	USA	Stefanel Magazine Advert	4e4a04107cd884e0581e22dd3e0e1b49.jpg
30551796	1929	USA	Phoenix Hosiery Magazine Advert	9c541b36abbec27c9bbe3e5243de3ec3.jpg
30551795	1915	USA	Phoenix Hosiery Magazine Advert	34ba7885523c67e1d4038bf41c691611.jpg
30551794	1916	USA	Phoenix Hosiery Magazine Advert	61d28d2b328445c7dc8cd7df11328f56.jpg
30551793	1916	USA	Phoenix Hosiery Magazine Advert	386fca081a1f4d40e5bbd26b4fefec84.jpg
30551792	1916	USA	Phoenix Hosiery Magazine Advert	b4422f7df319c2733d74fea4be84aaa8.jpg
30551670	2000s	USA	Marc Jacobs Magazine Advert	ceaae691f9340940a9797fbef3df26b6.jpg
30551654	1950s	USA	Startled Couple Magazine Plate	1091eec9a311e7fa8655b7af7ee6cea9.jpg
30551646	1950s	USA	Sultry Woman Magazine Plate	d3fa26a710a9bd4e78b8d225861c32c1.jpg
30551643	1950s	USA	Unhappy Woman Magazine Plate	c1a7747528621748e63b6652e96a7a43.jpg
30551642	1950s	USA	Flirting Magazine Plate	8b47b91e1da55634d6a8ca9fa8e7ff64.jpg
30551638	1950s	USA	Wallflowers Magazine Plate	a3b4f97f525f94d64ec4dd35b34e4810.jpg
30551637	1950s	USA	Rescues Magazine Plate	64ac7ede8be6a80724fd16ffbe927092.jpg
30551632	1953	USA	Flirting Magazine Plate	ede4c28c2575e43ce355a2755fe5ec27.jpg
30551631	1950s	USA	Woman climbing Christmas Tree...	fcb86cbceea044cf3f581c9ce7c8bd3c.jpg
30551630	1950s	USA	Dancing Couple Magazine Plate	e16cacaee820cc0f3abc91867d772633.jpg
30551629	1950s	USA	Romance Magazine Plate	930749c18898a6b9c47c37646c14e46b.jpg
30551627	1950s	USA	Admiring Glances Magazine Plate	bd42f3f210e37f4a62927a3df5bdccf2.jpg
30551626	1950s	USA	Arguing Magazine Plate	734b36224a6c2b281a894fc350ba5272.jpg
30551618	1950s	usa	Arguing over Car Magazine Plate	e406b44c97f855d3a0d5a5cdfed5a045.jpg
30551616	1950s	USA	Kicked our of the House Magazine...	d084a4213aab7cf98bd82a241f53c0b1.jpg
30551614	1950s	USA	Angry Woman Magazine Plate	ba3e2f7f09c0a592061f5ee332f42117.jpg
30551612	1950s	USA	Affairs Magazine Plate	d57e5add3abd25db51b0e2bbf7be9f2e.jpg
30551611	1950s	USA	Romance Magazine Plate	500669aa81374f4e79febca680d05713.jpg
30551610	1950s	USA	Kissing Couple Magazine Plate	0f613d656f78b3f3f69215ee3299cfe2.jpg
30551609	1950s	USA	Underwater Kiss Magazine Plate	515938ba2a11314de49750697f6c987a.jpg
30551608	1950s	USA	Temptress Magazine Plate	d1949770c48e0057e5f85233fa7f3500.jpg
30551607	1950s	USA	Romance Magazine Plate	5ec2abb715812ff88febd12ecc6164d2.jpg
30551606	1950s	USA	Kiss during Photo Shoot Magazine...	cde5b7aee29b228b84e36d6088b61082.jpg
30551605	1950s	USA	Public Embraces Magazine Plate	01d59008e39ae7eb57c45ede8b39fd89.jpg
30551604	1950s	USA	Beaches Kissing Magazine Plate	0e113be67ace0082507460ef0928d172.jpg
30551603	1950s	USA	Romantic Picnics Magazine Plate	66c9a9acf195893c0326c2158cd65217.jpg
30551602	1950s	USA	Tropical kiss on Sunbed Magazine...	98e65ac76ba89fa8aae2f03b6c720d68.jpg
30551601	1950s	USA	Intense Romance Magazine Plate	fc0708fbbb5c05db4a2cabcfb8aecd05.jpg
30551600	1950s	USA	Kissing Couple Magazine Plate	889c22f66ec91946258057035e27bf76.jpg
30551599	1950s	USA	Kiss for Handyman Magazine Plate	42ba1fc20cf00b7dd0a06eebe0040588.jpg
30551389	1926	USA	Vanity Fair Magazine Cover	4fea6df2e7679594f7c2d1331a89ee55.jpg
30551388	1938	USA	Vogue Magazine Cover	e9e28feb47d23f27a16f6f021314f7f1.jpg
30551383	1928	USA	Vanity Fair Magazine Cover	f56bfc06c7b12b4961812d543d994799.jpg
30551382	1927	USA	Vogue Magazine Cover	e3ca9099e3b9115ab6fcbd38db17b5e7.jpg
30551377	1932	USA	Vanity Fair Magazine Cover	7708a0a26872ab302b753eb1dbdd1179.jpg
30551376	1934	USA	Harper's Bazaar Magazine Cover	0f0eda020fb4d1ee6599aece13cfc31f.jpg
30551333	1960s	USA	Crime Magazine Plate	c19f586386f60d85643332f37686fab7.jpg
30551126	1950s	USA	Jantzen Magazine Advert	d58ad5d4df0f4f2d3795993f4c7caff1.jpg
30551122	1950s	USA	Keds Magazine Advert	b956574d6cae92c018c1466cc662b635.jpg
30551121	1950s	USA	Vitality Magazine Advert	b4a659aba25cd2883fbd83153f7108c0.jpg
